itemID	Tongan Word	Dictionary Page	Number of Letters	Number of Phonemes	Number of Moras	Part of Speech	Meaning in English
1783	mahaki-moa	123	9	9	5	noun/verb	epilepsy, to be epileptic, to be grossly disrespectful
1784	mahalo	123	6	6	3	adverb	perhaps, maybe, probably, presumably
1785	mahamahaki	123	10	10	5	verb	to be sick or ill from time to time, to be in indifferent health; or to be unwell
1786	māhanga	123	7	7	4	adjective/verb	born together, to be twins or triplets; (in marks, score, winning a race) to equal or tie
1787	mahele	123	6	6	3	adjective/verb	cut with a knife (or apparently so)
1788	maheni	123	6	6	3	verb	to be accustomed to or familiar with; to be on friendly or familiar terms with; to be personally acquainted with
1789	mahi	123	4	4	2	adjective/verb	sour (to the taste), or astringent
1790	māhina	124	6	7	4	noun	month
1791	mahino	124	6	6	3	adjective/verb	clear (to the mind), lucid
1792	māhoa'a	124	7	8	5	noun	flour
1793	mahu	124	4	4	2	adjective/verb	(of land, soil) productive, producing good crops; (of place or people) to have plenty of food, to be well off for food; (of food) plentiful
1794	mahu'inga	124	9	8	4	adjective/verb	precious, costly, expensive; valuable; important
1795	mahua	124	5	5	3	verb	to spill over, be spilt
1796	mahuke	124	6	6	3	adjective/verb	turned up, turned back, drawn back, tucked up
1797	mai	124	3	3	2	adverb	to or towards me or us
1798	maile	124	5	5	3	noun	mile
1799	maka	124	4	4	2	noun	stone, rock; dry cell, battery
1800	maka fakamanatu	124	14	14	7	noun	memorial stone, stone memorial of any kind (tombstone, statue, etc.)
1801	maka kasa	124	8	8	4	noun	torch or flashlight battery
1802	makamaka	124	8	8	4	adjective	stony, rocky
1803	makasini	124	8	8	4	noun	magazine (periodical); magazine (of a rifle)
1804	makehe	124	6	6	3	adjective/verb	different from others, peculiar, special, or separate
1805	māketi	124	6	7	4	noun	market
1806	makohi	124	6	6	3	noun	scratch, being scratched
1807	makoko	124	6	6	3	noun	dent; dent in the coastline, small bay
1808	mākona	124	6	7	4	verb	to be satisfied (with food), to have had enough to eat
1809	mākoni	124	6	7	4	noun	wireless telegram
1810	mala'e	124	6	6	3	noun	village green; park, play- ground, open market-place
1811	mala'ia	124	7	7	4	verb	unfortunate, unlucky; to meet with or suffer misfortune as the result of wrongdoing;
1812	malala	124	6	6	3	noun	charcoal, carbon
1813	malanga	124	7	6	3	noun	public speech, oration; preaching service
1814	malava	124	6	6	3	verb	to be able to do, to be able; to be possible
1815	mali	124	4	4	2	noun	marriage; husband or wife
1816	mālie	124	5	6	4	adjective/verb	good, pleasing, pleasant, such as one likes or enjoys; interesting; advantageous, fortunate, helpful; fine, splendid; commendable, admirable, very satisfactory
1817	malimali	124	8	8	4	verb	to smile
1818	mālō	124	4	6	4	adjective/verb	worthy of thanks or praise, (to be) laudable
1819	mālohi	124	6	7	4	noun	strength
1820	mālōlō	124	6	9	6	noun	rest
1821	malomi	124	6	6	3	adjective/verb	pressed down or in, dented or misshapen as the result of pressure
1822	malu	124	4	4	2	verb	to be shaded or sheltered; to be safe, secure, watertight, or airtight; to be kept, observed
1823	mālualoi	124	8	9	6	adjective	hypocritical
1824	malu'i	125	6	6	3	verb	to protect or defend; to make or keep safe or secure, to safe-guard; to insure; to guarantee
1825	mālualoi	125	8	9	6	verb	to be hypocritical, to play the hypocrite
1826	malumalu	125	8	8	4	adjective	shady, affording shade
1827	mama	125	4	4	2	noun	ring
1828	mama'o	125	6	6	3	adjective/verb	to be distant, far away; to be absent; to be deceased, dead, to have passed on
1829	mamafa	125	6	6	3	adjective/verb	heavy; weighty, important; (of words) strong, strenuous, difficult; (of person or his mind) anxious, desirous, concerned; (of prices) high; (of goods) high-priced, expensive; (of offences or sickness) serious, severe; (of punishment) heavy, severe
1830	māmāfana	125	8	10	6	adjective/verb	lukewarm
1831	mamaha	125	6	6	3	adjective/verb	shallow; (of the tide) to be out
1832	mamahi	125	6	6	3	verb	to be painful or sore, to hurt; to suffer pain, to be in pain; to be sorry, to feel sorrow or regret; to feel hurt; to be annoyed or angry, to harbor ill-feeling
1833	mamahi'i	125	8	8	4	verb	to be zealous for, to stand up for, to contend, strive or fight for
1834	mamahi'ia	125	9	9	5	verb	to be in pain, to suffer pain
1835	māmālie	125	7	9	6	adjective/verb	slow, gradual, or gentle
1836	māmālohi	125	8	10	6	adjective/verb	fairly strong
1837	māmani	125	6	7	4	noun	the world, this world
1838	mamao	125	5	5	3	verb	to yawn
1839	mamata	125	6	6	3	verb	to look, look at
1840	mamata'i	125	8	8	4	verb	to look at with curiosity
1841	mamate	125	6	6	3	adjective/verb	numb; (of land, country) quite barren, desert, lifeless; wrecked
1842	Māmonga	125	7	7	4	adjective/noun	Mormon
1843	mamulu	125	6	6	3	adjective/verb	having skin or bark or surface rubbed off
1844	mamulumulu	125	10	10	5	adjective/verb	rubbed off in patches or here and there
1845	mana	125	4	4	2	adjective/verb	supernatural, super- human, miraculous; accompanied by supernatural happenings
1846	manako	125	6	6	3	verb	to be fond of, to like, to desire; to fall in love with, to desire to marry; to desire or want to
1847	manatu	125	6	6	3	verb	to think of, call to mind, remember, or bear in mind
1848	manatu'i	125	8	8	4	verb	to think of
1849	mānava	125	6	7	4	noun	breathing, breath
1850	manavahē	125	8	9	5	verb	to fear, be afraid of to be completely under the control of another
1851	mānava-loloa	125	11	12	7	adjective/verb	long-winded
1852	mānava-nounou or mānava-nonou	125	12	13	8	adjective/verb	short-winded, soon out of breath
1853	manavasi'i	125	10	10	5	adjective/verb	nervous, apprehensive, diffident, or inwardly afraid
1854	mā pakupaku	126	10	11	6	noun	biscuit(s)
1855	manava'ofa	126	10	10	5	adjective/verb	kind-hearted, compassionate, sympathetic, merciful
1856	manga	126	5	4	2	verb	to fork, branch out, branch off, become divided into two or more branches; to step across or over
1857	manga-ua	126	7	6	4	adjective/verb	dividing or branching in two directions, bifurcated
1858	mango	126	5	4	2	noun	mango
1859	mangumolū	126	9	9	5	adjective/verb	(of cloth) soft, limp, not stiff or starchy; (of biscuits) soft, not crisp
1860	manifi	126	6	6	3	adjective/verb	thin
1861	manifinifi	126	10	10	5	adjective/verb	comparatively thin, especially thin, quite thin; fairly thin
1862	mānioke	126	7	8	5	noun	manioc, cassava, tapioca
1863	mano	126	4	4	2	numeral	ten thousand (10,000); myriad
1864	manu	126	4	4	2	noun	animal (but not fish)
1865	manuki	126	6	6	3	verb	to ridicule, indulge in derision or mockery
1866	manumi	126	6	6	3	adjective/verb	slightly rumpled or ruffled, or tucked up
1867	manuminumi	126	10	10	5	adjective/verb	rumpled or ruffled (intensive of above)
1868	manupuna	126	8	8	4	noun	bird
1869	mao	126	3	3	2	noun	steam, vapour
1870	maomao	126	6	6	4	verb	(of rain) to become less and less, to be reduced gradually to a mere drizzle
1871	maomaonganoa	126	12	11	7	adjective/verb	(of house, place) empty and silent, uninhabited and silent, desolate, quiet and secluded
1872	mapaki	126	6	6	3	adjective/verb	broken or broken off
1873	mapelu	126	6	6	3	adjective/verb	folded, creased, or bent
1874	mapu	126	4	4	2	noun/verb	(to play) marbles
1875	mapuna	126	6	6	3	verb	to spout or squirt upwards
1876	mapuni	126	6	6	3	adjective/verb	shut, closed; blocked up, clogged
1877	masani	126	6	6	3	adjective/verb	excellent or seemingly perfect in appearance, surpassingly beautiful
1878	masi	126	4	4	2	noun	matches, or box of matches
1879	māsila	126	6	7	4	adjective/verb	sharp
1880	māsima	126	6	7	4	noun	salt
1881	masisi	126	6	6	3	adjective/verb	cracked (of a cup or plate or glass)
1882	masivesiva	126	10	10	5	adjective/verb	poor or badly off in certain respects, short or out of some things; poor in appearance; poor, not good, inferior
1883	masoli	126	6	6	3	adjective/verb	chipped, having a little bit chipped off
1884	mata	126	4	4	2	adjective/verb	(of fruit) green, unripe or raw; (of copra) undried; unseasoned (of timber)
1885	mata fale	126	8	8	4	noun	house front, front of the house
1886	mata-fakapikopiko	126	16	16	8	adjective/verb	having a lazy look
1887	mata-fiefia	126	10	10	6	adjective/verb	happy-faced, happy-looking
1888	mata-fiekaia	126	11	11	7	adjective/verb	having a hungry look, hungry-looking
1889	mata-fiemohea	126	12	12	7	adjective/verb	having a sleepy look, sleepy-looking
1890	mataka	126	6	6	3	noun	copra
1891	mata-'ā'ā	127	8	10	6	adjective/verb	bright-eyed, keen- sighted, or wide-awake looking
1892	mata'ifika	127	10	10	5	noun	figure, digit
1893	mata'ingeli	127	11	10	5	adjective/verb	monkey-faced
1894	mata'ipeni	127	10	10	5	noun	nib, the point of a pen or pencil
1895	mata-'ita	127	8	8	4	adjective/verb	angry-looking
1896	mata'itohi	127	10	10	5	noun	letter of the alphabet
1897	mata'ivale	127	10	10	5	adjective/verb	slow to notice things, unobservant,; stupid- looking, having the face of a fool
1898	mata'u	127	6	6	3	adjective/verb	right-handed; right
1899	māta'u	127	6	7	4	noun	fish-hook
1900	matakali	127	8	8	4	noun	tribe, clan, race
1901	mata-kovi	127	8	8	4	adjective/verb	having bad (sore or diseased) eyes; having an ugly or unpleasant-looking face
1902	mata-kui	127	7	7	4	adjective/verb	blind, sightless
1903	matala	127	6	6	3	noun	flower
1904	mata-likoliko	127	12	12	6	adjective/verb	dirty-faced
1905	matalili	127	8	8	4	verb	to be boiling with anger
1906	mata-māsila	127	10	11	6	adjective/verb	sharp-pointed or sharp-edged
1907	matamatakupenga	127	15	14	7	noun	cobweb; string figure, cat’s cradle
1908	matamatalelei	127	13	13	7	adjective/verb	good-looking, beautiful, or pretty
1909	mata-mohe	127	8	8	4	adjective/verb	sleepy-looking
1910	mātanga	127	7	7	4	noun	something well worth looking at because of its scenic beauty or its historical associations; beauty-spot
1911	matangi	127	7	6	3	noun	wind; air
1912	matangi-kovi	127	11	10	5	adjective/verb	having a bad or unfavourable wind
1913	mataotao	127	8	8	5	adjective/verb	outstanding in skill, expert, or masterly
1914	matapā	127	6	7	4	noun	door, window, gate
1915	mata-peku	127	8	8	4	adjective/verb	blunt-pointed or blunt-edged
1916	mata-pela	127	8	8	4	adjective/verb	having mattery eyes
1917	mata-poto	127	8	8	4	adjective/verb	quick-sighted, quick to notice things, observant
1918	matāpule	127	8	9	5	noun	man of honorable rank or status; minor chief; chief’s attendant and spokesman; (in a college) prefect; male's brother- in-law or female's sister-n-law; gentleman, man
1919	mata-pupula	127	10	10	5	adjective/verb	having a swollen face or swollen eye(s)
1920	mata-sio'ata	127	11	11	6	noun	glasses, spectacles
1921	matātahi	127	8	9	5	noun	sea-front, coast, shore, beach
1922	mata-tangi	127	9	8	4	adjective/verb	habitually inclined to cry, easily moved to tears |
1923	mata-tuitui	127	10	10	6	noun	stitch
1924	mata'u	127	6	6	3	noun	right-handed person; right (side)
1925	matavai	127	7	7	4	noun	spring (of water); source (of a river) |
1926	mate	127	4	4	2	verb	to die; to be stunned or quite unconscious; (of fire or light) to go out, to be out; (of a boat) to be sunk or wrecked; (of a volcano) to be extinct; (of wind) to die down; (of sun or moon) to be eclipsed; (of a clock or engine) to stop, not be running
1927	mateaki	127	7	7	4	verb	to be loyal, to be ready to die (if need be) for one’s leader or party
1928	matelau	128	7	7	4	noun	one over, extra or odd one (when counting by pairs)
1929	matengata'a	128	11	10	5	adjective/verb	difficult to die or to put to death; (of a boxer) difficult to knock out
1930	mateuteu	128	8	8	5	verb	to be in a state of readiness or preparation to be well and properly prepared
1931	matofi	128	6	6	3	adjective/verb	cut or hacked, cut or hacked off or into two
1932	matohi	128	6	6	3	adjective/verb	marked with a line or narrow stripe
1933	matohitohi	128	10	10	5	noun	stripes
1934	matolu	128	6	6	3	adjective/verb	thick
1935	mato'o	128	6	6	3	verb	to come out (of a cork ), to come off or become detached (of a button, a stamp or a lid)
1936	matuku	128	6	6	3	verb	(of bottle or what it contains) to be somewhat less than full, to begin to go down; (of the tide) to begin to go out
1937	mātuku	128	6	7	4	verb	(of three or more) to leave, to go away or come away, to disperse
1938	mā tunu	128	6	7	4	noun	toast
1939	mātu'a	128	6	7	4	noun	(plural for motu's) old or elderly persons, elders; parents; derog. for husbands; derog. for males
1940	mātu'aki	128	8	9	5	adverb	extremely, intensely, absolutely
1941	mātu'u	128	6	7	4	verb	to be or become dry (of what was actually wet, not of what was merely green)
1942	mau	128	3	3	2	pronoun	we (plural)
1943	Mauli	128	5	5	3	adjective/noun	Maori
1944	maumau	128	6	6	4	adjective	harmful, destructive
1945	maumau-lao	128	9	9	6	adjective	law-breaking, lawless
1946	maumaungata'a	128	13	12	7	adjective/verb	not easily damaged
1947	maumaungofua	128	12	11	7	adjective/verb	easily damaged
1948	maumau-taimi	128	11	11	7	adjective	time-wasting
1949	maumau'i	128	8	8	5	verb	to break, damage, spoil, wear out, or waste; to break, break through, violate; to desecrate; to destroy
1950	māvae	128	5	6	4	verb	to part; to be separated, sundered, or parted
1951	mavaeua	128	7	7	5	verb	to come in two, to become split, divided or separated into two parts
1952	mavahe	128	6	6	3	adjective	separated, set apart
1953	mavahevahe	128	10	10	5	adjective	divided, separated
1954	mavaku	128	6	6	3	adjective/verb	scratched or scraped
1955	maveu	128	5	5	3	noun	disorder, muddle, confusion, commotion, turmoil: (v) to be thrown into disorder or confusion
1956	ma'a	128	4	4	2	adjective/verb	clean (physically or morally), free from dirt or impurity
1957	ma'aku	128	6	6	3	adverb	as my
1958	ma'ala	128	6	6	3	noun	yam plantation
1959	ma'ala'ala	129	10	10	5	adjective/verb	free from weeds
1960	ma'ama	129	6	6	3	adverb	as our (dual)
1961	ma'amau	129	7	7	4	adverb	as our (plural)
1962	ma'amaua	129	8	8	5	adverb	for us, for ourselves (dual)
1963	ma'amautolu	129	11	11	6	adverb	for us, for ourselves (plural)
1964	ma'ama'a	129	8	8	4	noun	lungs
1965	ma'amo	129	6	6	3	adverb	as your (dual)
1966	ma'amou	129	7	7	4	adverb	as your (plural)
1967	ma'amoua	129	8	8	5	adverb	for you, for yourselves (dual)
1968	ma'amoutolu	129	11	11	6	adverb	for you, for yourselves (plural)
1969	ma'ana	129	6	6	3	adverb	as their (dual)
1970	ma'anau	129	7	7	4	adverb	as their (plural)
1971	ma'anaua	129	8	8	5	adverb	for them, for themselves (dual)
1972	ma'anautolu	129	11	11	6	adverb	for them, for themselves (plural)
1973	ma'anu	129	6	6	3	verb	to be afloat, not to be resting on or touching the bottom
1974	ma'anga	129	7	6	3	noun	mouthful, morsel; sip
1975	Ma'asi	129	6	6	3	noun	March (month); Mars (planet or war-god)
1976	ma'ata	129	6	6	3	adverb	for one, for oneself, for me, for myself
1977	ma'atau	129	7	7	4	adverb	as our (plural)
1978	ma'ataua	129	8	8	5	adverb	for us, for ourselves (dual)
1979	ma'atautolu	129	11	11	6	adverb	for us, for ourselves (plural)
1980	ma'au	129	5	5	3	adverb	for you (thee), for yourself (thyself)
1981	ma'efu	129	6	6	3	verb	(of the day) to begin to dawn, to begin to appear
1982	mā'olunga	129	9	9	5	adjective/verb	high
1983	mā'oni'oni	129	10	11	6	adjective/verb	morally pure, sincere, and upright; righteous (in the true sense), impeccable
1984	ma'opo	129	6	6	3	verb	to be fitted closely together; to be packed (closely, but not uncomfortably)
1985	ma'opo'opo	129	10	10	5	verb	to be packed or fitted together very closely; to be completely furnished and fitted out; to be tidy, neatly and properly arranged
1986	ma'u	129	4	4	2	verb	to catch up to, overtake; to reach, live until, to obtain, get (or manage to get, be able to get, succeed in getting), acquire, possess, own, or have; to win, or win the consent or affections of
1987	ma'u ai pē	129	8	9	6	adverb	constantly, always, without intermission, unceasingly
1988	ma'u ako	129	7	7	4	adjective	attending school regularly
1989	ma'u-koloa	129	9	9	5	adjective	rich, wealthy, well-to-do
1990	mā'ulalo	129	8	9	5	adjective/verb	low, or low-lying
1991	ma'u loto	129	8	8	4	adverb/verb	to learn by heart
1992	ma'u lotu	129	8	8	4	verb	to attend church
1993	ma'uma'uluta	129	12	12	6	adjective/verb	steadfast
1994	ma'ume'a	129	8	8	4	adjective/verb	well-off, well-to-do, wealthy
1995	mā'umohe	129	8	9	5	verb	to be very fast asleep
1996	ma'ungata'a	129	11	10	5	adjective/verb	difficult to catch or to get
1997	ma'ungofua	129	10	9	5	adjective/verb	easy to catch or to get
1998	ma'u pē	129	6	7	4	adverb	permanently, always, constantly, continually, regularly, habitually, usually
1999	Mē	129	2	3	2	noun	May
2000	mē	129	2	3	2	verb	to bleat (of a goat or sheep)
2001	meesi	129	5	5	3	noun	mercy
2002	meheka	129	6	6	3	adjective/verb	envious, jealous
2003	mehikitanga	130	11	10	5	noun	father’s sister (paternal aunt), or father’s female cousin
2004	mei	130	3	3	2	adverb	nearly, almost
2005	mei ai	130	5	5	4	adverb	from there, from him, her, it or them; from where, from which or whom
2006	meili	130	5	5	3	noun	mail (letters); passenger- liner (stemming from mail-boat)
2007	meimei	130	6	6	4	adverb	very nearly, almost, about to, on the point of
2008	melemo	130	6	6	3	verb	to be drowned
2009	melie	130	5	5	3	adjective/verb	sweet or pleasant to the taste; (of water) fresh
2010	melino	130	6	6	3	adjective/verb	to be at peace
2011	melomelo	130	8	8	4	adjective/verb	brown, tan, or dark yellow
2012	mēmipa	130	6	7	4	noun	member
2013	Metiteleniane	130	13	13	7	noun	Mediterranean
2014	Metotisi	130	8	8	4	adjective/noun	Methodist (Uesiliana often used instead)
2015	me'a	130	4	4	2	noun	thing; fact of the matter, cause, what explains it; substance, material; piece, bit
2016	me'a-fai-tā	130	9	10	6	noun	camera
2017	me'a-fakamata-hele	130	16	16	8	noun	knife sharpener
2018	me'a-fakamata-peni	130	16	16	8	noun	pencil sharpener
2019	me'a-fakama'u	130	12	12	6	noun	fastener
2020	me'a-fakaongonoa	130	15	14	8	noun	local anaesthetic
2021	me'a-faka'ahu-namu	130	16	16	8	noun	mosquito coil (incense)
2022	me'a-faka'ata	130	12	12	6	noun	any instrument for observing or examining with
2023	me'a-faka'ata-efu	130	15	15	8	noun	microscope
2024	me'a-faka'ata-fetu'u	130	18	18	9	noun	telescope
2025	me'a-faka'ata-sino	130	16	16	8	noun	X-ray apparatus
2026	me'a-faka'uli	130	12	12	6	noun	steering wheel
2027	me'afana	130	8	8	4	noun	gun (of any type), or something resembling a gun (such as a syringe or a spray pump)
2028	me'a-fohi	130	8	8	4	noun	peeler, thing for peeling
2029	me'a-fua	130	7	7	4	noun	any apparatus for measuring or weighing
2030	me'a-fua-mafana	130	13	13	7	noun	thermometer
2031	me'a-fua-mamafa	130	13	13	7	noun	scales (for weighing) 
2032	me'a-fua-mofi	130	11	11	6	noun	clinical thermometer
2033	me'a-fuluipu'anga	130	16	15	8	noun	thing for washing dishes, kitchen sink
2034	me'a-hae-kapa	130	11	11	6	noun	tin-opener, can-opener
2035	me'a-huhu	130	8	8	4	noun	instrument for giving injections, hypodermic syringe
2036	me'a-hulu	130	8	8	4	noun	searchlight (the lamp, not the beam)
2037	me'aifi	130	7	7	4	noun	whistle, wind instrument (of any kind)
2038	me'ainu	130	7	7	4	noun	drink, what one drinks, beverage of any kind
2039	me'akai	130	7	7	4	noun	food
2040	me'a-kakau	130	9	9	5	noun	lifebelt, lifevest or lifebuoy
2041	me'a-kamosi	130	10	10	5	noun	trigger; electric switch
2042	me'a kovi	130	8	8	4	noun	bad thing, bad stuff
2043	me'alea	130	7	7	4	noun	musical instrument (of any kind)
2044	me'a mālie	130	9	10	6	noun	fortunate thing
2045	me'a-ngaohi-me'akai	130	17	16	9	noun	cooking utensil(s)
2046	me'angāue	130	9	9	6	noun	tool
2047	me'a pango	130	9	8	4	noun	unfortunate or regrettable thing, a pity
2048	me'a-sivi	130	8	8	4	noun	sieve or strainer of any kind
2049	me'a-tā-fo'imoa	130	13	14	8	noun	egg beater
2050	me'atau	131	7	7	4	noun	weapon (of any kind), thing to fight with
2051	me'a-to'o	131	8	8	4	noun	handle (of a door)
2052	me'atui	131	7	7	4	noun	horn (of a cow or other animals)
2053	me'a-va'inga	131	11	10	5	noun	plaything, toy
2054	me'a'ofa	131	8	8	4	noun	gift, present; gratuity, tip
2055	miau	131	4	4	3	verb	(of cats) to mew, meow
2056	mihi	131	4	4	2	verb	to sniff (as when one has a cold)
2057	mihimihi	131	8	8	4	verb	to sniffle
2058	mihi'i	131	6	6	3	verb	to sniff up
2059	mili	131	4	4	2	verb	to rub with the hand (esp. the body or arm with oil)
2060	milionea	131	8	8	5	noun	millionaire
2061	milohi	131	6	6	3	verb	to twist, to turn (screws, taps, etc.)
2062	minisitā	131	8	9	5	noun	minister (usually refers to crown ministers)
2063	miniti	131	6	6	3	noun	minute
2064	mingi	131	5	4	2	verb	to shrink, shrivel, or contract
2065	mingimingi	131	10	8	4	adjective/verb	crinkled, wrinkled, or curly
2066	mio'i	131	5	5	3	verb	to twist; to distort; to turn
2067	misi	131	4	4	2	noun	dream
2068	misinale	131	8	8	4	noun	annual church or missional offering; missionary
2069	mīsini	131	6	7	4	noun	machine; mechanism; engine, motor (of any kind)
2070	mīsini kosi	131	10	11	6	noun	clipping or mowing machine or apparatus (of any kind)
2071	mīsini tuitui	131	12	13	8	noun	sewing-machine
2072	misiteli	131	8	8	4	noun	mystery
2073	mita	131	4	4	2	noun	meter
2074	mo	131	2	2	1	conjunction	and
2075	moa	131	3	3	2	noun	fowl, chicken
2076	moana	131	5	5	3	noun	deep sea, sea beyond the reef
2077	mo e hā fua	131	8	9	6	expression	and so on, and other such things, and whatever else
2078	mofi	131	4	4	2	verb	to be warm with fever; to be fervent
2079	mofuike	131	7	7	4	noun	earthquake
2080	mohefisi	131	8	8	4	verb	to roll or turn or toss about in one's sleep
2081	mohe-ma'u	131	8	8	4	adjective	sleeping deep
2082	mohenga	131	7	6	3	noun	bed; nest (of domestic fowls)
2083	mohe'anga	131	9	8	4	noun	sleeping-place
2084	mohe 'uli	131	8	8	4	verb	to go to bed dirty or unwashed
2085	moho	131	4	4	2	adjective/verb	cooked; fully cooked, done; (of yams which have been dug) spoilt as if cooked by the suns’ heat
2086	moki	131	4	4	2	noun	mug
2087	moko	131	4	4	2	noun	lizard
2088	mokomoko	131	8	8	4	adjective/verb	cool
2089	mokopuna	131	8	8	4	noun	grandchild
2090	mokosia	131	7	7	4	verb	to be cold; to feel cold, to be affected by the cold
2091	mole	131	4	4	2	verb	to be spent or used up; to be lost, to perish to go or come right over or right across; to extend (in space or time) right over, or right across; (of time) to elapse, pass; 
2092	molemole	132	8	8	4	adjective	smooth
2093	moli	132	4	4	2	noun	orange or other citrus fruit (except lemon or lime)
2094	Mōlisi	132	6	7	4	noun	Morris, Hedstrom, Ltd.
2095	molū	132	4	5	3	adjective/verb	soft, tender, flexible, supple, slack or limp
2096	molumalu	132	8	8	4	adjective/verb	solemn, impressive, majestic, imposing, stately dignified, magnificent
2097	momeniti	132	8	8	4	noun	moment, instant
2098	momo	132	4	4	2	noun	little bit, crumb, fragment
2099	mōmoa	132	5	6	4	adjective/verb	dry
2100	momoho	132	6	6	3	adjective/verb	(of fruit) ripe; (of leaves) turned yellow
2101	momosi	132	6	6	3	verb	to crumble; to break or grind or crush to powder or to very small pieces
2102	momo'i	132	6	6	3	adjective/adverb	very small piece or bit of, fragment of
2103	monimonū	132	8	9	5	adjective/verb	very fortunate or prosperous
2104	Mōnite	132	6	7	4	noun	Monday
2105	mono	132	4	4	2	verb	to insert, poke, stick in somewhere
2106	monomono	132	8	8	4	verb	to mend, patch, or darn
2107	monū	132	4	5	3	noun	good luck, good fortune, or privilege
2108	monū'ia	132	7	8	5	adjective/verb	to be lucky, fortunate, or blest; to prosper, succeed
2109	monga	132	5	4	2	noun	throat
2110	mongomonga	132	10	8	4	noun	beetle (of any kind); cockroach
2111	mongumangu	132	10	8	4	noun	scab
2112	mopi	132	4	4	2	noun	mop (for the floor)
2113	mosimosi	132	8	8	4	verb	to rain lightly
2114	moto	132	4	4	2	noun	flower-bud
2115	motololi	132	8	8	4	noun	motor-lorry
2116	motopaiki	132	9	9	5	noun	motor-cycle, motorbike
2117	motu	132	4	4	2	noun	island
2118	motuhi	132	6	6	3	verb	to break (a rope or a stick etc.); to break off, break away
2119	motumotu	132	8	8	4	adjective/verb	broken into several or many pieces
2120	motu'a	132	6	6	3	noun	old or elderly person, or elder; male person of any age; parent (esp. father); husband
2121	motu'a-nima	132	10	10	5	noun	thumb
2122	motu'a-va'e	132	10	10	5	noun	big toe
2123	mou	132	3	3	2	pronoun	you (plural)
2124	movete	132	6	6	3	verb	to come apart, come to pieces; to be scattered or dispersed; to fray out
2125	mo'o	132	4	4	2	preposition	for, intended for
2126	mo'oku	132	6	6	3	adverb	for me, for myself
2127	mo'oma	132	6	6	3	adverb	as our (dual)
2128	mo'omau	132	7	7	4	adverb	as our (plural)
2129	mo'omaua	132	8	8	5	adverb	for us, for ourselves (dual)
2130	mo'omautolu	132	11	11	6	adverb	for us, for ourselves (plural)
2131	mo'omo	132	6	6	3	adverb	as your (dual)
2132	mo'omou	132	7	7	4	adverb	as your (plural)
2133	mo'omoua	132	8	8	5	adverb	for you, for yourselves (dual)
2134	mo'omoutolu	132	11	11	6	adverb	for you, for yourselves (plural)
2135	mo'ona	132	6	6	3	adverb	as their (dual)
2136	mo'onau	133	7	7	4	adverb	as their (plural)
2137	mo'onaua	133	8	8	5	adverb	for them, for themselves (dual)
2138	mo'onautolu	133	11	11	6	adverb	for them, for themselves (plural)
2139	mo'oni	133	6	6	3	adjective/verb	true; genuine, real, actual, intrinsic; right or correct; really good, expert
2140	mo'ota	133	6	6	3	adverb	for one, for oneself; for me, for myself
2141	mo'otau	133	7	7	4	adverb	as our (plural)
2142	mo'otaua	133	8	8	5	adverb	for us, for ourselves (dual)
2143	mo'otautolu	133	11	11	6	adverb	for us, for ourselves (plural)
2144	mo'ou	133	5	5	3	adverb	for you (thee), for yourself (thyself)
2145	mo'ua	133	5	5	3	adjective/verb	to be encumbered, to be busy or engaged; to be engaged, occupied; to be in debt; to be indebted; to be found or adjudged guilty, to be convicted
2146	mo'ui	133	5	5	3	verb	to live, to be living or alive; to be in health; to recover from a serious illness; (of light or fire) to be burning; (of clock, engine) to be going or working
2147	mo'umohea	133	9	9	5	verb	to remain asleep for a long time, to oversleep or sleep in
2148	mo'unga	133	7	6	3	noun	hill, mountain
2149	mo'unga-afi	133	10	9	5	noun	volcano
2150	mū	133	2	3	2	noun	moth
2151	muhu	133	4	4	2	verb	to mumble, murmur, or mutter; drone, give forth a low subdued sound
2152	mui	133	3	3	2	adjective/verb	young immature, only partly grown or developed
2153	muiva'e	133	7	7	4	noun	heel
2154	mui'ulu	133	7	7	4	noun	back of the head, or the hair at the back of the head
2155	muka	133	4	4	2	noun	leaf-bud, very young leaf
2156	musie	133	5	5	3	noun	grass
2157	musika	133	6	6	3	noun	music
2158	mu'a	133	4	4	2	noun	front, space or place in front or further forward; earlier time or period; previously, before, earlier; time to come, time that lies ahead
2159	na	134	2	2	1	pronoun	they (dual)
2160	nailoni	134	7	7	4	noun	nylon
2161	namu	134	4	4	2	noun	mosquito
2162	namua	134	5	5	3	adjective	infested with mosquitoes
2163	namukū	134	6	7	4	verb	to smell bad, to stink
2164	namu-lelei	134	9	9	5	verb	to smell nice, to smell good
2165	nāmu'i	134	6	7	4	verb	to smell; to taste
2166	nanamu	134	6	6	3	noun	odour, smell
2167	natu	134	4	4	2	verb	to knead; to mix by kneading; to massage with leaves
2168	natu fakataha	134	12	12	6	verb	to mix together
2169	natula	134	6	6	3	noun	nature
2170	nau	134	3	3	2	pronoun	they
2171	naua	134	4	4	3	noun	very big wave
2172	nauna	134	5	5	3	noun	noun
2173	nāunau	134	6	7	5	noun	equipment, outfit, requisite tools or materials
2174	neave	134	5	5	3	noun	nerve
2175	ni	134	2	2	1	adjective	this, these
2176	nifo	134	4	4	2	noun	tooth, teeth, or something resembling teeth
2177	nimangeau	134	9	8	5	numeral	five hundred (500)
2178	nimangofulu	134	11	10	5	numeral	fifty (50)
